week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
29-Jan-22,48620,"wichita, ks",84,6.80%,-30.30%,7,11.90%,-4.60%,1.50%,-41.10%,-0.80%
29-Jan-22,45780,"toledo, oh",85,-20.50%,-20.40%,-4,-6.80%,-22.40%,-0.90%,-30.60%,-1.40%
29-Jan-22,19780,"des moines-west des moines, ia",86,25.10%,-19.70%,1,1.30%,-17.70%,-0.40%,-24.50%,-0.50%
29-Jan-22,44140,"springfield, ma",87,-0.10%,-35.10%,-11,-18.00%,-11.30%,3.10%,-51.50%,-1.40%
29-Jan-22,29460,"lakeland-winter haven, fl",88,29.40%,-47.30%,-28,-38.40%,16.30%,2.50%,-41.40%,-0.70%
29-Jan-22,37340,"palm bay-melbourne-titusville, fl",89,21.70%,-34.70%,-10,-17.90%,2.00%,1.00%,-40.70%,-0.80%
29-Jan-22,32580,"mcallen-edinburg-mission, tx",90,15.60%,-12.90%,-15,-19.70%,33.80%,-0.80%,-24.40%,-1.90%
29-Jan-22,25420,"harrisburg-carlisle, pa",91,-6.70%,-10.70%,-15,-21.10%,-2.80%,0.00%,-36.10%,-0.90%
29-Jan-22,42540,"scranton--wilkes-barre--hazleton, pa",92,1.70%,-26.60%,-10,-12.50%,-24.70%,-0.80%,-31.40%,-0.50%
29-Jan-22,12260,"augusta-richmond county, ga-sc",93,12.90%,-21.10%,-1,-1.70%,-13.50%,-1.10%,-31.90%,-0.50%
29-Jan-22,49660,"youngstown-warren-boardman, oh-pa",94,-17.30%,-11.00%,-1,-1.30%,-19.40%,-1.00%,0.00%,0.20%
29-Jan-22,44700,"stockton-lodi, ca",95,16.90%,23.00%,-11,-23.40%,-31.60%,-5.40%,-17.60%,-0.20%
29-Jan-22,20500,"durham-chapel hill, nc",96,10.50%,-39.40%,-8,-12.10%,-22.60%,1.20%,-51.40%,-0.90%
29-Jan-22,38860,"portland-south portland, me",97,16.00%,-35.90%,-23,-30.70%,-15.40%,2.50%,-76.90%,-1.70%
29-Jan-22,44060,"spokane-spokane valley, wa",98,35.20%,2.80%,-8,-15.70%,-5.10%,1.30%,-18.80%,0.00%
29-Jan-22,16860,"chattanooga, tn-ga",99,-6.00%,-23.30%,-26,-34.20%,15.30%,2.00%,-26.70%,-0.40%
29-Jan-22,27140,"jackson, ms",100,6.30%,-32.20%,-40,-40.80%,47.90%,3.70%,-26.90%,-0.70%
22-Jan-22,35620,"new york-newark-jersey city, ny-nj-pa",1,6.30%,-17.10%,-5,-5.80%,36.80%,2.80%,-34.60%,-0.60%
22-Jan-22,31080,"los angeles-long beach-anaheim, ca",2,-10.00%,-39.80%,-7,-14.30%,-24.10%,1.10%,-50.10%,-0.50%
22-Jan-22,16980,"chicago-naperville-elgin, il-in-wi",3,-4.50%,-31.00%,-5,-7.90%,-17.10%,0.70%,-31.80%,-0.30%
22-Jan-22,19100,"dallas-fort worth-arlington, tx",4,14.60%,-40.30%,-8,-16.00%,-20.70%,-0.40%,-54.40%,-1.10%
22-Jan-22,26420,"houston-the woodlands-sugar land, tx",5,6.40%,-23.10%,-8,-13.30%,1.30%,1.00%,-22.80%,-0.40%
22-Jan-22,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,-7.70%,-11.70%,-4,-5.70%,-6.00%,0.20%,-13.10%,-0.10%
22-Jan-22,47900,"washington-arlington-alexandria, dc-va-md-wv",7,2.10%,-19.80%,0,0.00%,-17.10%,0.20%,-26.40%,-0.20%
22-Jan-22,33100,"miami-fort lauderdale-west palm beach, fl",8,25.00%,-55.00%,-29,-31.20%,-14.00%,1.90%,-59.30%,-1.00%
22-Jan-22,12060,"atlanta-sandy springs-roswell, ga",9,9.80%,-19.30%,-5,-9.80%,-9.70%,-0.10%,6.30%,0.30%
22-Jan-22,14460,"boston-cambridge-newton, ma-nh",10,10.80%,-32.10%,-8,-13.60%,-13.00%,3.00%,-47.10%,-0.70%
22-Jan-22,41860,"san francisco-oakland-hayward, ca",11,-2.00%,-36.80%,-9,-20.50%,0.40%,4.60%,-40.80%,-0.20%
22-Jan-22,19820,"detroit-warren-dearborn, mi",12,-16.00%,-6.50%,-1,-1.90%,0.90%,1.00%,2.20%,0.30%
22-Jan-22,38060,"phoenix-mesa-scottsdale, az",13,19.00%,-18.90%,-4,-9.30%,-31.50%,-2.60%,-7.40%,0.10%
22-Jan-22,42660,"seattle-tacoma-bellevue, wa",14,7.90%,-43.90%,-13,-26.50%,-11.00%,3.20%,-53.50%,-0.40%
22-Jan-22,33460,"minneapolis-st. paul-bloomington, mn-wi",15,3.20%,-15.20%,5,9.80%,0.60%,1.40%,-3.00%,0.20%
22-Jan-22,40140,"riverside-san bernardino-ontario, ca",16,10.20%,-8.20%,-3,-6.50%,-5.80%,0.80%,-12.10%,0.00%
22-Jan-22,45300,"tampa-st. petersburg-clearwater, fl",17,28.40%,-44.60%,-14,-25.00%,-6.10%,1.10%,-52.80%,-1.30%
22-Jan-22,41740,"san diego-carlsbad, ca",18,4.30%,-36.50%,-5,-13.90%,-7.80%,3.10%,-55.60%,-0.70%
22-Jan-22,41180,"st. louis, mo-il",19,1.70%,-24.00%,-14,-18.20%,-9.90%,0.90%,-20.50%,0.00%
22-Jan-22,19740,"denver-aurora-lakewood, co",20,18.70%,-43.20%,-25,-55.60%,-28.90%,0.30%,-66.30%,-1.10%
22-Jan-22,12580,"baltimore-columbia-towson, md",21,-5.10%,-11.40%,-11,-18.00%,-7.70%,0.80%,-12.10%,0.10%
22-Jan-22,38300,"pittsburgh, pa",22,-16.00%,-11.40%,-11,-12.10%,-18.80%,-0.60%,-4.10%,0.20%
22-Jan-22,38900,"portland-vancouver-hillsboro, or-wa",23,10.10%,-26.30%,-6,-11.80%,-2.80%,1.60%,-12.20%,0.20%
22-Jan-22,16740,"charlotte-concord-gastonia, nc-sc",24,8.50%,-32.10%,-8,-15.70%,-28.10%,0.10%,-47.80%,-0.70%
22-Jan-22,36740,"orlando-kissimmee-sanford, fl",25,26.60%,-53.10%,-25,-35.70%,2.30%,2.30%,-52.70%,-1.10%
22-Jan-22,17460,"cleveland-elyria, oh",26,-11.60%,-16.80%,-6,-8.70%,-9.00%,0.00%,-27.90%,-0.60%
22-Jan-22,41700,"san antonio-new braunfels, tx",27,17.90%,-18.60%,-10,-15.60%,0.10%,0.30%,-25.80%,-0.60%
22-Jan-22,17140,"cincinnati, oh-ky-in",28,4.00%,-19.00%,3,4.80%,-16.80%,0.00%,-14.80%,0.10%
22-Jan-22,40900,"sacramento--roseville--arden-arcade, ca",29,3.30%,-4.80%,2,5.40%,108.10%,6.60%,187.90%,1.50%
22-Jan-22,28140,"kansas city, mo-ks",30,11.90%,-17.70%,-1,-1.40%,-37.00%,-2.10%,-35.10%,-0.40%
22-Jan-22,18140,"columbus, oh",31,0.00%,-6.80%,-5,-10.40%,-6.00%,0.90%,-23.20%,-0.40%
22-Jan-22,26900,"indianapolis-carmel-anderson, in",32,7.90%,-23.40%,-15,-23.10%,6.80%,1.70%,-30.00%,-0.70%
22-Jan-22,29820,"las vegas-henderson-paradise, nv",33,36.10%,-35.50%,-16,-30.80%,-2.00%,4.60%,-34.90%,-0.20%
22-Jan-22,12420,"austin-round rock, tx",34,27.90%,-1.30%,-15,-25.40%,-19.20%,4.80%,77.60%,2.00%
22-Jan-22,34980,"nashville-davidson--murfreesboro--franklin, tn",35,15.30%,-50.00%,-9,-28.10%,-29.80%,1.40%,-46.80%,-0.40%
22-Jan-22,41940,"san jose-sunnyvale-santa clara, ca",36,8.30%,-49.50%,-26,-63.40%,-12.80%,4.50%,-78.00%,-1.30%
22-Jan-22,47260,"virginia beach-norfolk-newport news, va-nc",37,3.30%,-35.40%,-5,-11.10%,-31.40%,0.30%,-26.10%,0.20%
22-Jan-22,33340,"milwaukee-waukesha-west allis, wi",38,-3.00%,-17.60%,-3,-5.00%,-8.60%,0.70%,-9.30%,0.10%
22-Jan-22,39300,"providence-warwick, ri-ma",39,0.70%,-27.70%,-5,-9.10%,-15.30%,0.60%,-16.40%,0.10%
22-Jan-22,27260,"jacksonville, fl",40,20.30%,-28.30%,-15,-23.40%,13.10%,1.10%,-25.20%,-0.50%
22-Jan-22,36420,"oklahoma city, ok",41,11.10%,-25.10%,4,7.70%,-14.30%,-0.30%,-36.10%,-0.80%
22-Jan-22,31140,"louisville/jefferson county, ky-in",42,2.00%,-11.20%,4,8.70%,-5.40%,1.00%,-24.10%,-0.40%
22-Jan-22,32820,"memphis, tn-ms-ar",43,-10.00%,-13.20%,-11,-18.30%,4.80%,0.70%,-17.10%,-0.30%
22-Jan-22,35380,"new orleans-metairie, la",44,9.70%,-30.50%,-7,-9.90%,-8.30%,0.70%,-37.10%,-0.90%
22-Jan-22,40060,"richmond, va",45,2.70%,-37.50%,4,7.70%,-28.60%,-0.60%,-58.80%,-0.80%
22-Jan-22,39580,"raleigh, nc",46,8.90%,-54.20%,-13,-26.50%,-41.00%,-0.10%,-25.40%,0.40%
22-Jan-22,15380,"buffalo-cheektowaga-niagara falls, ny",47,-2.30%,-4.40%,0,0.00%,7.60%,0.50%,-50.00%,-0.70%
22-Jan-22,25540,"hartford-west hartford-east hartford, ct",48,20.00%,-62.70%,9,14.50%,17.90%,0.30%,-53.40%,-1.60%
22-Jan-22,13820,"birmingham-hoover, al",49,-0.70%,-32.20%,-7,-10.90%,-10.60%,0.60%,-33.90%,-0.50%
22-Jan-22,40380,"rochester, ny",50,-11.80%,-32.90%,-13,-25.50%,-5.50%,4.40%,-17.40%,0.40%
22-Jan-22,46060,"tucson, az",51,15.20%,14.60%,-1,-2.20%,1.90%,-0.30%,33.80%,0.50%
22-Jan-22,41620,"salt lake city, ut",52,-8.20%,-19.10%,-5,-11.60%,-11.40%,1.10%,-48.50%,-0.40%
22-Jan-22,24340,"grand rapids-wyoming, mi",53,7.90%,-39.00%,-1,-1.60%,-26.60%,0.10%,-40.90%,-0.30%
22-Jan-22,46140,"tulsa, ok",54,0.00%,-31.10%,-14,-21.50%,-1.10%,1.20%,-31.00%,-0.40%
22-Jan-22,10580,"albany-schenectady-troy, ny",55,-2.50%,-34.30%,-9,-9.70%,-4.80%,0.90%,-39.50%,-0.40%
22-Jan-22,10740,"albuquerque, nm",56,16.00%,-29.80%,-5,-9.30%,-14.60%,1.20%,-37.90%,-0.40%
22-Jan-22,36540,"omaha-council bluffs, ne-ia",57,19.50%,-34.00%,-4,-7.50%,-18.50%,0.40%,-41.00%,-0.30%
22-Jan-22,49340,"worcester, ma-ct",58,2.30%,-27.90%,-10,-16.10%,-0.80%,0.80%,10.00%,0.50%
22-Jan-22,28940,"knoxville, tn",59,12.70%,-36.30%,-16,-23.50%,-21.70%,-0.10%,-29.40%,-0.20%
22-Jan-22,14860,"bridgeport-stamford-norwalk, ct",60,48.80%,-58.60%,14,18.90%,-33.50%,-1.90%,-44.80%,-1.00%
22-Jan-22,24860,"greenville-anderson-mauldin, sc",61,16.10%,-42.30%,-17,-24.30%,-32.40%,-1.60%,-47.70%,-0.90%
22-Jan-22,35840,"north port-sarasota-bradenton, fl",62,42.10%,-62.50%,-23,-34.30%,-9.90%,2.80%,-65.90%,-1.10%
22-Jan-22,35300,"new haven-milford, ct",63,14.00%,-62.00%,11,18.60%,-14.50%,-2.20%,-44.10%,-1.50%
22-Jan-22,19380,"dayton, oh",64,-5.10%,-19.70%,-9,-15.30%,-20.00%,-1.00%,-25.90%,-0.60%
22-Jan-22,46520,"urban honolulu, hi",65,19.10%,-45.00%,-45,-41.30%,4.20%,4.30%,-14.10%,0.80%
22-Jan-22,10900,"allentown-bethlehem-easton, pa-nj",66,3.80%,-20.90%,-11,-18.30%,-5.70%,-0.10%,-50.00%,-1.40%
22-Jan-22,17900,"columbia, sc",67,21.00%,-27.40%,1,2.30%,-21.10%,0.80%,-65.70%,-2.80%
22-Jan-22,12940,"baton rouge, la",68,19.20%,-49.60%,-13,-14.90%,-8.50%,1.50%,-42.90%,-0.70%
22-Jan-22,24660,"greensboro-high point, nc",69,0.70%,-33.90%,-3,-4.90%,-22.70%,-0.30%,-58.30%,-0.70%
22-Jan-22,23420,"fresno, ca",70,15.50%,-2.60%,-1,-2.90%,-14.00%,-0.50%,-32.30%,-0.60%
22-Jan-22,16700,"charleston-north charleston, sc",71,-4.30%,-54.10%,-13,-16.90%,-23.10%,1.80%,-48.20%,-0.50%
22-Jan-22,30780,"little rock-north little rock-conway, ar",72,6.20%,-24.10%,0,0.00%,2.90%,-0.80%,22.90%,0.20%
22-Jan-22,15980,"cape coral-fort myers, fl",73,35.40%,-57.90%,-20,-30.80%,-17.20%,1.50%,-49.40%,-0.70%
22-Jan-22,10420,"akron, oh",74,-3.30%,-11.10%,-3,-5.40%,4.30%,-0.50%,-50.00%,-1.90%
22-Jan-22,21340,"el paso, tx",75,13.70%,-29.20%,-15,-23.40%,-8.10%,2.20%,-44.70%,-0.60%
22-Jan-22,37100,"oxnard-thousand oaks-ventura, ca",76,5.10%,-48.00%,24,160.00%,-82.50%,-15.80%,-72.00%,-0.30%
22-Jan-22,17820,"colorado springs, co",77,1.50%,21.50%,-1,-3.00%,6.20%,0.20%,45.50%,0.60%
22-Jan-22,31540,"madison, wi",78,4.20%,-21.30%,-8,-11.40%,-7.40%,0.70%,25.00%,0.50%
22-Jan-22,12540,"bakersfield, ca",79,21.40%,-8.00%,0,0.00%,-9.80%,-0.10%,33.30%,1.00%
22-Jan-22,49180,"winston-salem, nc",80,7.30%,-32.80%,-10,-16.40%,-6.30%,0.90%,-55.00%,-0.80%
22-Jan-22,45060,"syracuse, ny",81,5.40%,-22.00%,-7,-8.00%,-27.20%,-0.90%,3.80%,0.20%
22-Jan-22,19660,"deltona-daytona beach-ormond beach, fl",82,22.50%,-35.90%,-22,-34.40%,23.40%,3.40%,-13.30%,0.00%
22-Jan-22,14260,"boise city, id",83,25.50%,81.40%,4,8.70%,5.20%,-0.40%,407.70%,1.40%
22-Jan-22,48620,"wichita, ks",84,9.80%,-33.10%,3,4.80%,-25.70%,-0.50%,-53.60%,-1.10%
22-Jan-22,45780,"toledo, oh",85,-21.40%,-21.00%,-11,-17.50%,-2.60%,0.60%,-25.00%,-1.10%
22-Jan-22,19780,"des moines-west des moines, ia",86,21.20%,-18.50%,-4,-5.10%,-14.60%,-0.30%,-16.20%,-0.20%
22-Jan-22,44140,"springfield, ma",87,8.40%,-36.00%,-7,-11.90%,-20.00%,1.50%,-32.40%,-0.20%
22-Jan-22,29460,"lakeland-winter haven, fl",88,27.30%,-48.10%,-29,-40.80%,12.10%,2.50%,-32.40%,-0.40%
22-Jan-22,37340,"palm bay-melbourne-titusville, fl",89,22.20%,-35.90%,-13,-22.00%,-8.60%,0.40%,-65.30%,-1.70%
22-Jan-22,32580,"mcallen-edinburg-mission, tx",90,15.60%,-13.30%,-12,-16.00%,4.40%,-2.00%,4.70%,-0.90%
22-Jan-22,25420,"harrisburg-carlisle, pa",91,-11.60%,-8.20%,-17,-24.60%,-10.70%,-0.50%,-35.80%,-1.20%
22-Jan-22,42540,"scranton--wilkes-barre--hazleton, pa",92,5.40%,-24.30%,-17,-21.00%,9.70%,1.70%,0.00%,0.50%
22-Jan-22,12260,"augusta-richmond county, ga-sc",93,11.20%,-20.70%,3,5.00%,-4.10%,-0.50%,-15.20%,-0.30%
22-Jan-22,49660,"youngstown-warren-boardman, oh-pa",94,-11.10%,-7.90%,-6,-7.70%,-4.80%,0.00%,-8.60%,-0.10%
22-Jan-22,44700,"stockton-lodi, ca",95,14.60%,10.40%,-3,-7.10%,148.30%,6.30%,75.00%,0.60%
22-Jan-22,20500,"durham-chapel hill, nc",96,16.10%,-40.10%,-8,-12.70%,-32.80%,0.10%,25.00%,1.70%
22-Jan-22,38860,"portland-south portland, me",97,12.50%,-38.00%,-26,-33.80%,-19.20%,2.30%,-57.10%,-0.60%
22-Jan-22,44060,"spokane-spokane valley, wa",98,27.20%,2.60%,-2,-4.10%,-22.20%,-0.50%,18.80%,0.40%
22-Jan-22,16860,"chattanooga, tn-ga",99,-9.80%,-30.20%,-23,-31.10%,-19.30%,-0.50%,-25.50%,-0.30%
22-Jan-22,27140,"jackson, ms",100,3.60%,-33.20%,-34,-35.80%,13.00%,1.90%,-23.10%,-0.30%
15-Jan-22,35620,"new york-newark-jersey city, ny-nj-pa",1,0.70%,-18.30%,-6,-7.10%,-7.20%,0.30%,-31.70%,-0.50%
15-Jan-22,31080,"los angeles-long beach-anaheim, ca",2,-9.90%,-41.60%,-10,-18.50%,-17.90%,1.90%,-55.30%,-0.80%
15-Jan-22,16980,"chicago-naperville-elgin, il-in-wi",3,-3.30%,-30.60%,-4,-6.30%,-21.80%,0.20%,-33.50%,-0.30%
15-Jan-22,19100,"dallas-fort worth-arlington, tx",4,14.00%,-38.90%,-10,-18.90%,-11.30%,0.40%,-44.20%,-0.90%
15-Jan-22,26420,"houston-the woodlands-sugar land, tx",5,7.90%,-24.00%,-4,-6.70%,-7.00%,0.40%,-22.10%,-0.40%
15-Jan-22,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,-7.40%,-12.40%,-4,-5.80%,-11.50%,-0.20%,-8.00%,0.00%
15-Jan-22,47900,"washington-arlington-alexandria, dc-va-md-wv",7,3.10%,-19.20%,1,2.00%,-11.00%,0.70%,-25.00%,-0.20%
15-Jan-22,33100,"miami-fort lauderdale-west palm beach, fl",8,24.80%,-54.40%,-29,-30.90%,-19.80%,1.50%,-58.00%,-0.90%
15-Jan-22,12060,"atlanta-sandy springs-roswell, ga",9,9.40%,-20.80%,-8,-14.80%,-4.60%,0.40%,-20.60%,-0.30%
15-Jan-22,14460,"boston-cambridge-newton, ma-nh",10,6.50%,-33.80%,-5,-7.80%,-22.70%,1.50%,-37.80%,-0.30%
15-Jan-22,41860,"san francisco-oakland-hayward, ca",11,-4.60%,-39.90%,-7,-15.20%,-18.30%,3.20%,-70.70%,-1.00%
15-Jan-22,19820,"detroit-warren-dearborn, mi",12,-16.00%,-8.50%,-1,-1.80%,-4.40%,0.60%,-9.20%,0.00%
15-Jan-22,38060,"phoenix-mesa-scottsdale, az",13,19.30%,-6.80%,-5,-11.10%,-4.30%,0.20%,-17.70%,-0.40%
15-Jan-22,42660,"seattle-tacoma-bellevue, wa",14,5.50%,-44.30%,-13,-25.00%,-11.50%,3.40%,-65.60%,-0.70%
15-Jan-22,33460,"minneapolis-st. paul-bloomington, mn-wi",15,3.20%,-16.60%,2,3.60%,-18.80%,-0.20%,-47.70%,-0.80%
15-Jan-22,40140,"riverside-san bernardino-ontario, ca",16,13.30%,-9.80%,-3,-6.40%,-1.10%,1.40%,-22.00%,-0.20%
15-Jan-22,45300,"tampa-st. petersburg-clearwater, fl",17,28.70%,-43.70%,-15,-25.90%,-4.70%,1.30%,-60.60%,-1.80%
15-Jan-22,41740,"san diego-carlsbad, ca",18,5.00%,-38.80%,-1,-2.60%,-13.00%,3.00%,-49.60%,-0.60%
15-Jan-22,41180,"st. louis, mo-il",19,1.40%,-23.60%,-14,-18.20%,-12.90%,0.80%,-23.40%,-0.10%
15-Jan-22,19740,"denver-aurora-lakewood, co",20,20.00%,-40.90%,-14,-28.60%,-24.40%,1.00%,-67.40%,-1.20%
15-Jan-22,12580,"baltimore-columbia-towson, md",21,-7.80%,-13.10%,-4,-6.70%,-10.40%,0.50%,-15.90%,0.00%
15-Jan-22,38300,"pittsburgh, pa",22,-13.80%,-12.40%,-8,-9.20%,-10.20%,-0.10%,-7.30%,0.10%
15-Jan-22,38900,"portland-vancouver-hillsboro, or-wa",23,10.00%,-24.70%,-9,-16.10%,-16.60%,0.10%,-16.40%,0.00%
15-Jan-22,16740,"charlotte-concord-gastonia, nc-sc",24,8.40%,-34.20%,-10,-18.20%,-20.20%,1.30%,-42.40%,-0.50%
15-Jan-22,36740,"orlando-kissimmee-sanford, fl",25,25.20%,-51.90%,-23,-33.30%,-4.70%,2.10%,-61.70%,-1.70%
15-Jan-22,17460,"cleveland-elyria, oh",26,-5.80%,-16.50%,-6,-9.00%,-2.50%,0.50%,-18.10%,-0.30%
15-Jan-22,41700,"san antonio-new braunfels, tx",27,18.60%,-17.70%,-8,-12.50%,0.60%,0.40%,-31.30%,-0.70%
15-Jan-22,17140,"cincinnati, oh-ky-in",28,-2.60%,-15.90%,-1,-1.60%,0.40%,1.50%,-11.40%,0.10%
15-Jan-22,40900,"sacramento--roseville--arden-arcade, ca",29,6.60%,-10.60%,-4,-9.10%,-10.90%,0.80%,-6.40%,0.20%
15-Jan-22,28140,"kansas city, mo-ks",30,10.40%,-15.20%,-1,-1.40%,-17.20%,-0.60%,-16.70%,-0.10%
15-Jan-22,18140,"columbus, oh",31,3.40%,-10.70%,-10,-19.20%,-4.00%,1.20%,-23.30%,-0.40%
15-Jan-22,26900,"indianapolis-carmel-anderson, in",32,7.80%,-25.90%,-12,-19.00%,3.60%,1.90%,-21.40%,-0.30%
15-Jan-22,29820,"las vegas-henderson-paradise, nv",33,35.30%,-38.00%,-16,-29.60%,-9.10%,4.30%,-48.60%,-0.90%
15-Jan-22,12420,"austin-round rock, tx",34,28.20%,-3.30%,-11,-19.30%,-19.70%,4.90%,38.40%,1.50%
15-Jan-22,34980,"nashville-davidson--murfreesboro--franklin, tn",35,16.20%,-46.70%,-7,-19.40%,-24.20%,1.80%,-47.50%,-0.60%
15-Jan-22,41940,"san jose-sunnyvale-santa clara, ca",36,18.10%,-53.60%,-7,-16.70%,-19.30%,4.30%,-76.50%,-1.30%
15-Jan-22,47260,"virginia beach-norfolk-newport news, va-nc",37,4.90%,-33.20%,-6,-12.50%,-18.90%,1.70%,-29.00%,0.00%
15-Jan-22,33340,"milwaukee-waukesha-west allis, wi",38,-5.00%,-16.50%,-3,-4.80%,2.00%,1.70%,-29.10%,-0.60%
15-Jan-22,39300,"providence-warwick, ri-ma",39,-3.20%,-29.30%,-3,-5.10%,-25.30%,-0.40%,-26.20%,-0.10%
15-Jan-22,27260,"jacksonville, fl",40,19.10%,-29.70%,-11,-17.50%,-2.20%,0.10%,-38.20%,-0.90%
15-Jan-22,36420,"oklahoma city, ok",41,11.60%,-23.40%,-1,-1.80%,11.10%,0.70%,-33.90%,-0.90%
15-Jan-22,31140,"louisville/jefferson county, ky-in",42,4.00%,-11.10%,0,0.00%,-24.20%,-1.10%,-29.00%,-0.60%
15-Jan-22,32820,"memphis, tn-ms-ar",43,-12.50%,-15.90%,-10,-16.90%,-4.90%,0.00%,-12.30%,-0.10%
15-Jan-22,35380,"new orleans-metairie, la",44,6.80%,-32.10%,-7,-9.70%,-6.90%,0.80%,-30.20%,-0.60%
15-Jan-22,40060,"richmond, va",45,1.40%,-33.80%,2,3.60%,-23.90%,-0.30%,-55.40%,-0.80%
15-Jan-22,39580,"raleigh, nc",46,8.90%,-50.50%,-18,-34.00%,-27.70%,2.00%,-44.00%,-0.20%
15-Jan-22,15380,"buffalo-cheektowaga-niagara falls, ny",47,-5.50%,-6.30%,0,0.00%,0.70%,0.20%,-16.70%,-0.20%
15-Jan-22,25540,"hartford-west hartford-east hartford, ct",48,16.70%,-61.70%,8,12.90%,-12.30%,-1.80%,-53.40%,-1.80%
15-Jan-22,13820,"birmingham-hoover, al",49,2.50%,-31.20%,-8,-12.30%,-3.60%,1.40%,-16.30%,0.10%
15-Jan-22,40380,"rochester, ny",50,-23.00%,-33.70%,-14,-25.50%,-7.00%,4.70%,-53.30%,-0.80%
15-Jan-22,46060,"tucson, az",51,13.80%,18.50%,-3,-6.30%,3.40%,-0.20%,44.30%,0.90%
15-Jan-22,41620,"salt lake city, ut",52,0.00%,-32.60%,-1,-2.40%,-1.00%,2.30%,-51.30%,-0.50%
15-Jan-22,24340,"grand rapids-wyoming, mi",53,8.10%,-34.90%,-7,-10.90%,-22.00%,0.50%,-59.60%,-0.90%
15-Jan-22,46140,"tulsa, ok",54,-4.20%,-32.30%,-11,-16.90%,1.10%,1.30%,-23.80%,-0.30%
15-Jan-22,10580,"albany-schenectady-troy, ny",55,0.00%,-34.30%,-11,-12.00%,-21.10%,0.10%,-34.80%,-0.20%
15-Jan-22,10740,"albuquerque, nm",56,13.50%,-31.00%,-2,-3.40%,-18.50%,0.60%,-57.50%,-1.20%
15-Jan-22,36540,"omaha-council bluffs, ne-ia",57,19.60%,-34.50%,-9,-16.40%,-18.10%,0.50%,-44.90%,-0.40%
15-Jan-22,49340,"worcester, ma-ct",58,3.00%,-29.50%,-6,-10.20%,-16.70%,-1.00%,-15.60%,-0.20%
15-Jan-22,28940,"knoxville, tn",59,9.30%,-36.30%,-12,-18.20%,-0.40%,1.60%,-22.20%,-0.10%
15-Jan-22,14860,"bridgeport-stamford-norwalk, ct",60,38.40%,-57.10%,10,13.00%,-33.90%,-2.00%,-60.40%,-1.50%
15-Jan-22,24860,"greenville-anderson-mauldin, sc",61,16.10%,-41.40%,-13,-18.60%,5.30%,1.30%,-44.10%,-0.90%
15-Jan-22,35840,"north port-sarasota-bradenton, fl",62,35.00%,-64.50%,-19,-28.40%,-9.90%,3.00%,-66.20%,-1.40%
15-Jan-22,35300,"new haven-milford, ct",63,15.40%,-61.10%,4,6.70%,-8.20%,-1.60%,-29.40%,-0.90%
15-Jan-22,19380,"dayton, oh",64,-5.60%,-15.90%,-16,-26.20%,16.90%,2.00%,-22.20%,-0.60%
15-Jan-22,46520,"urban honolulu, hi",65,19.10%,-43.60%,-46,-43.40%,-10.00%,3.40%,-45.00%,0.10%
15-Jan-22,10900,"allentown-bethlehem-easton, pa-nj",66,12.30%,-22.20%,-8,-13.60%,16.50%,2.00%,-36.70%,-1.20%
15-Jan-22,17900,"columbia, sc",67,20.40%,-25.80%,-1,-2.30%,-8.20%,2.50%,-49.30%,-1.70%
15-Jan-22,12940,"baton rouge, la",68,21.90%,-51.70%,-7,-8.20%,3.50%,2.50%,-47.80%,-1.00%
15-Jan-22,24660,"greensboro-high point, nc",69,-1.40%,-29.70%,-12,-18.50%,26.90%,3.40%,-32.10%,-0.50%
15-Jan-22,23420,"fresno, ca",70,13.60%,6.80%,-4,-10.30%,23.70%,3.30%,-8.00%,-0.10%
15-Jan-22,16700,"charleston-north charleston, sc",71,-4.60%,-53.20%,-15,-19.20%,-16.10%,2.50%,-54.40%,-0.90%
15-Jan-22,30780,"little rock-north little rock-conway, ar",72,4.20%,-21.60%,-16,-25.40%,-12.10%,-2.50%,-17.20%,-0.80%
15-Jan-22,15980,"cape coral-fort myers, fl",73,31.70%,-57.90%,-23,-33.80%,-21.10%,1.20%,-59.60%,-1.30%
15-Jan-22,10420,"akron, oh",74,1.00%,-4.80%,-4,-7.30%,11.30%,0.20%,-35.50%,-1.50%
15-Jan-22,21340,"el paso, tx",75,13.50%,-28.10%,-7,-10.90%,2.00%,2.90%,3.10%,0.60%
15-Jan-22,37100,"oxnard-thousand oaks-ventura, ca",76,6.90%,-24.60%,-10,-19.60%,-12.00%,2.30%,-21.10%,0.10%
15-Jan-22,17820,"colorado springs, co",77,1.80%,31.30%,0,0.00%,39.30%,3.00%,46.40%,0.60%
15-Jan-22,31540,"madison, wi",78,4.00%,-18.90%,-10,-14.30%,-6.40%,0.70%,-55.20%,-1.00%
15-Jan-22,12540,"bakersfield, ca",79,21.80%,-5.50%,3,8.30%,7.10%,1.60%,-21.80%,-0.50%
15-Jan-22,49180,"winston-salem, nc",80,-1.50%,-34.00%,-7,-11.90%,-24.30%,-0.60%,-51.00%,-0.90%
15-Jan-22,45060,"syracuse, ny",81,5.40%,-21.00%,-10,-11.40%,-6.10%,0.10%,-51.50%,-0.80%
